ID,Name,Category,Type,Destination,Area,Price,Rating,Description
1570,Toy Train Ride 691,Activity,Experience,Darjeeling,Hill View,,3.7,Activity in Darjeeling with great experience
1571,Tea Garden Resort 343,Resort,Stay,Darjeeling,City Center,6228 INR,4.5,Resort in Darjeeling with great experience
1572,Tea Garden Resort 645,Resort,Stay,Dooars,Forest Area,7730 INR,4.1,Resort in Dooars with great experience
1573,View Point 943,Attraction,Experience,Darjeeling,Hill View,,4.8,Attraction in Darjeeling with great experience
1574,Safari 894,Activity,Experience,Dooars,Forest Area,,3.5,Activity in Dooars with great experience
1575,Forest Resort 6,Resort,Stay,Gangtok,Mall Road,2639 INR,4.0,Resort in Gangtok with great experience
1576,Sunrise Coffee 754,Cafe,Food,Darjeeling,Hill View,794 INR,3.9,Cafe in Darjeeling with great experience
1577,Waterfall 882,Attraction,Experience,Kalimpong,Forest Area,,4.7,Attraction in Kalimpong with great experience
1578,Valley View Stay 838,Homestay,Stay,Darjeeling,Mall Road,2874 INR,4.1,Homestay in Darjeeling with great experience
1579,Hilltop Cafe 456,Cafe,Food,Darjeeling,Tea Garden,411 INR,3.2,Cafe in Darjeeling with great experience
1580,Trekking 529,Activity,Experience,Kurseong,Mall Road,,3.5,Activity in Kurseong with great experience
1581,Luxury Hills Resort 533,Resort,Stay,Gangtok,MG Marg,3427 INR,4.0,Resort in Gangtok with great experience
1582,Luxury Hills Resort 434,Resort,Stay,Dooars,Forest Area,1940 INR,4.6,Resort in Dooars with great experience
1583,Himalayan Wear 889,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.9,Clothing Store in Darjeeling with great experience
1584,Taste of Hills 86,Restaurant,Food,Dooars,Forest Area,130 INR,3.7,Restaurant in Dooars with great experience
1585,Waterfall 539,Attraction,Experience,Kalimpong,Mall Road,,3.6,Attraction in Kalimpong with great experience
1586,Tea Garden Resort 685,Resort,Stay,Gangtok,MG Marg,7212 INR,3.7,Resort in Gangtok with great experience
1587,Food Valley 207,Restaurant,Food,Gangtok,City Center,361 INR,4.4,Restaurant in Gangtok with great experience
1588,Boating 696,Activity,Experience,Mirik,Forest Area,,3.6,Activity in Mirik with great experience
1589,View Point 125,Attraction,Experience,Kalimpong,City Center,,3.7,Attraction in Kalimpong with great experience
1590,Winter Hub 893,Clothing Store,Shopping,Kurseong,City Center,,3.5,Clothing Store in Kurseong with great experience
1591,Pahari Homestay 806,Homestay,Stay,Darjeeling,Tea Garden,2777 INR,4.7,Homestay in Darjeeling with great experience
1592,Luxury Hills Resort 637,Resort,Stay,Darjeeling,Mall Road,2978 INR,3.3,Resort in Darjeeling with great experience
1593,Safari 494,Activity,Experience,Dooars,City Center,,3.6,Activity in Dooars with great experience
1594,Waterfall 671,Attraction,Experience,Kurseong,City Center,,4.7,Attraction in Kurseong with great experience
1595,Lake 218,Attraction,Experience,Kurseong,City Center,,4.0,Attraction in Kurseong with great experience
1596,Toy Train Ride 244,Activity,Experience,Darjeeling,Hill View,,4.9,Activity in Darjeeling with great experience
1597,Sunrise Coffee 915,Cafe,Food,Lava,Forest Area,408 INR,4.6,Cafe in Lava with great experience
1598,Himalayan Wear 610,Clothing Store,Shopping,Mirik,Tea Garden,,3.4,Clothing Store in Mirik with great experience
1599,Sunrise Coffee 198,Cafe,Food,Kurseong,City Center,235 INR,4.2,Cafe in Kurseong with great experience
1600,Mountain Style 330,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.6,Clothing Store in Darjeeling with great experience
1601,Hilltop Cafe 834,Cafe,Food,Lava,Forest Area,467 INR,4.7,Cafe in Lava with great experience
1602,Pahari Homestay 697,Homestay,Stay,Gangtok,City Center,893 INR,3.1,Homestay in Gangtok with great experience
1603,Mountain Nest 254,Homestay,Stay,Kurseong,City Center,7558 INR,4.5,Homestay in Kurseong with great experience
1604,Himalayan Dine 21,Restaurant,Food,Darjeeling,Tea Garden,382 INR,4.7,Restaurant in Darjeeling with great experience
1605,Winter Hub 356,Clothing Store,Shopping,Darjeeling,Hill View,,3.6,Clothing Store in Darjeeling with great experience
1606,Toy Train Ride 277,Activity,Experience,Darjeeling,City Center,,4.5,Activity in Darjeeling with great experience
1607,Waterfall 855,Attraction,Experience,Darjeeling,Tea Garden,,4.9,Attraction in Darjeeling with great experience
1608,Food Valley 749,Restaurant,Food,Darjeeling,Forest Area,635 INR,4.5,Restaurant in Darjeeling with great experience
1609,Luxury Hills Resort 403,Resort,Stay,Lava,Hill View,4298 INR,4.5,Resort in Lava with great experience
1610,Peak Residency 616,Hotel,Stay,Kalimpong,Forest Area,5176 INR,4.0,Hotel in Kalimpong with great experience
1611,Safari 257,Activity,Experience,Dooars,Forest Area,,4.2,Activity in Dooars with great experience
1612,Sunrise Coffee 475,Cafe,Food,Dooars,Forest Area,175 INR,3.7,Cafe in Dooars with great experience
1613,Toy Train Ride 217,Activity,Experience,Darjeeling,Tea Garden,,3.5,Activity in Darjeeling with great experience
1614,Waterfall 580,Attraction,Experience,Dooars,Forest Area,,3.4,Attraction in Dooars with great experience
1615,Mountain Style 331,Clothing Store,Shopping,Darjeeling,City Center,,3.3,Clothing Store in Darjeeling with great experience
1616,Valley View Stay 291,Homestay,Stay,Kalimpong,Hill View,5687 INR,4.4,Homestay in Kalimpong with great experience
1617,Mountain Nest 126,Homestay,Stay,Dooars,Tea Garden,2418 INR,4.4,Homestay in Dooars with great experience
1618,Mountain Brew 827,Cafe,Food,Darjeeling,Tea Garden,535 INR,4.3,Cafe in Darjeeling with great experience
1619,Himalayan Wear 770,Clothing Store,Shopping,Kurseong,Mall Road,,4.8,Clothing Store in Kurseong with great experience
1620,Mountain Style 932,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.2,Clothing Store in Darjeeling with great experience
1621,Peak Residency 639,Hotel,Stay,Darjeeling,Forest Area,6142 INR,4.8,Hotel in Darjeeling with great experience
1622,Mountain Style 94,Clothing Store,Shopping,Gangtok,MG Marg,,3.9,Clothing Store in Gangtok with great experience
1623,Lake 963,Attraction,Experience,Darjeeling,Hill View,,3.1,Attraction in Darjeeling with great experience
1624,Himalayan Dine 35,Restaurant,Food,Kalimpong,Hill View,859 INR,4.5,Restaurant in Kalimpong with great experience
1625,Tea Garden Resort 578,Resort,Stay,Kalimpong,Forest Area,3969 INR,3.7,Resort in Kalimpong with great experience
1626,Spice Route 243,Restaurant,Food,Darjeeling,City Center,670 INR,4.2,Restaurant in Darjeeling with great experience
1627,View Point 420,Attraction,Experience,Darjeeling,Hill View,,4.9,Attraction in Darjeeling with great experience
1628,Lake 721,Attraction,Experience,Dooars,City Center,,5.0,Attraction in Dooars with great experience
1629,Sunrise Coffee 449,Cafe,Food,Darjeeling,Hill View,646 INR,4.9,Cafe in Darjeeling with great experience
1630,Boating 419,Activity,Experience,Mirik,Mall Road,,4.6,Activity in Mirik with great experience
1631,Food Valley 780,Restaurant,Food,Darjeeling,Mall Road,674 INR,4.7,Restaurant in Darjeeling with great experience
1632,Pahari Homestay 552,Homestay,Stay,Kurseong,Tea Garden,6188 INR,3.9,Homestay in Kurseong with great experience
1633,Pahari Homestay 945,Homestay,Stay,Gangtok,MG Marg,4547 INR,3.6,Homestay in Gangtok with great experience
1634,Tea Garden Resort 170,Resort,Stay,Dooars,Forest Area,5546 INR,3.1,Resort in Dooars with great experience
1635,Hotel Green View 198,Hotel,Stay,Kurseong,Tea Garden,2855 INR,4.1,Hotel in Kurseong with great experience
1636,Tea Garden Resort 524,Resort,Stay,Kalimpong,Forest Area,2302 INR,4.9,Resort in Kalimpong with great experience
1637,Himalayan Dine 230,Restaurant,Food,Gangtok,Hill View,390 INR,4.4,Restaurant in Gangtok with great experience
1638,Forest Resort 852,Resort,Stay,Kalimpong,City Center,3601 INR,4.4,Resort in Kalimpong with great experience
1639,Luxury Hills Resort 446,Resort,Stay,Mirik,Hill View,2952 INR,3.6,Resort in Mirik with great experience
1640,View Point 965,Attraction,Experience,Darjeeling,Hill View,,3.7,Attraction in Darjeeling with great experience
1641,Luxury Hills Resort 629,Resort,Stay,Darjeeling,Mall Road,2088 INR,4.1,Resort in Darjeeling with great experience
1642,Mountain Nest 241,Homestay,Stay,Gangtok,Hill View,6341 INR,4.9,Homestay in Gangtok with great experience
1643,Luxury Hills Resort 6,Resort,Stay,Gangtok,MG Marg,5635 INR,4.6,Resort in Gangtok with great experience
1644,Winter Hub 391,Clothing Store,Shopping,Gangtok,MG Marg,,4.2,Clothing Store in Gangtok with great experience
1645,Valley View Stay 154,Homestay,Stay,Dooars,Forest Area,5567 INR,4.7,Homestay in Dooars with great experience
1646,Tea Garden Resort 524,Resort,Stay,Lava,City Center,3006 INR,4.4,Resort in Lava with great experience
1647,Hotel Green View 356,Hotel,Stay,Dooars,City Center,3446 INR,4.1,Hotel in Dooars with great experience
1648,Spice Route 663,Restaurant,Food,Kurseong,Forest Area,733 INR,3.3,Restaurant in Kurseong with great experience
1649,Luxury Hills Resort 440,Resort,Stay,Dooars,Tea Garden,2669 INR,4.0,Resort in Dooars with great experience
1650,Skyline Hotel 298,Hotel,Stay,Gangtok,City Center,7111 INR,3.9,Hotel in Gangtok with great experience
1651,Mountain Brew 825,Cafe,Food,Kalimpong,Mall Road,892 INR,4.0,Cafe in Kalimpong with great experience
1652,Mountain Nest 838,Homestay,Stay,Gangtok,MG Marg,7753 INR,3.2,Homestay in Gangtok with great experience
1653,Peak Residency 400,Hotel,Stay,Darjeeling,Tea Garden,4542 INR,4.8,Hotel in Darjeeling with great experience
1654,Trekking 101,Activity,Experience,Kalimpong,City Center,,3.3,Activity in Kalimpong with great experience
1655,Pahari Homestay 639,Homestay,Stay,Gangtok,MG Marg,7776 INR,4.5,Homestay in Gangtok with great experience
1656,Tea Garden Resort 776,Resort,Stay,Gangtok,MG Marg,6925 INR,4.2,Resort in Gangtok with great experience
1657,Trekking 718,Activity,Experience,Kurseong,Mall Road,,3.5,Activity in Kurseong with great experience
1658,Boating 440,Activity,Experience,Mirik,City Center,,3.7,Activity in Mirik with great experience
1659,Mountain Style 540,Clothing Store,Shopping,Gangtok,MG Marg,,4.6,Clothing Store in Gangtok with great experience
1660,Peak Residency 772,Hotel,Stay,Kalimpong,Forest Area,6801 INR,3.6,Hotel in Kalimpong with great experience
1661,Spice Route 675,Restaurant,Food,Gangtok,MG Marg,697 INR,4.6,Restaurant in Gangtok with great experience
1662,Skyline Hotel 228,Hotel,Stay,Darjeeling,Forest Area,2518 INR,3.1,Hotel in Darjeeling with great experience
1663,Monastery 890,Attraction,Experience,Kalimpong,Hill View,,3.2,Attraction in Kalimpong with great experience
1664,Himalayan Wear 130,Clothing Store,Shopping,Darjeeling,Hill View,,4.3,Clothing Store in Darjeeling with great experience
1665,Mountain Style 206,Clothing Store,Shopping,Kalimpong,Hill View,,3.3,Clothing Store in Kalimpong with great experience
1666,Pahari Homestay 99,Homestay,Stay,Darjeeling,City Center,2670 INR,4.7,Homestay in Darjeeling with great experience
1667,Spice Route 486,Restaurant,Food,Kurseong,Hill View,777 INR,4.0,Restaurant in Kurseong with great experience
1668,Hilltop Cafe 814,Cafe,Food,Darjeeling,Tea Garden,592 INR,4.2,Cafe in Darjeeling with great experience
1669,Cloud9 Cafe 643,Cafe,Food,Kurseong,Hill View,522 INR,3.4,Cafe in Kurseong with great experience
1670,Skyline Hotel 986,Hotel,Stay,Kurseong,Forest Area,2563 INR,4.4,Hotel in Kurseong with great experience
1671,Waterfall 297,Attraction,Experience,Gangtok,MG Marg,,3.1,Attraction in Gangtok with great experience
1672,Winter Hub 115,Clothing Store,Shopping,Lava,City Center,,4.0,Clothing Store in Lava with great experience
1673,Winter Hub 706,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.8,Clothing Store in Darjeeling with great experience
1674,Tea Garden Resort 54,Resort,Stay,Gangtok,MG Marg,5130 INR,3.9,Resort in Gangtok with great experience
1675,Valley View Stay 78,Homestay,Stay,Mirik,Hill View,3267 INR,4.0,Homestay in Mirik with great experience
1676,Pahari Homestay 304,Homestay,Stay,Gangtok,Hill View,1848 INR,4.5,Homestay in Gangtok with great experience
1677,Toy Train Ride 927,Activity,Experience,Darjeeling,Tea Garden,,4.7,Activity in Darjeeling with great experience
1678,Mountain Style 444,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.7,Clothing Store in Darjeeling with great experience
1679,Mountain Style 134,Clothing Store,Shopping,Kurseong,Hill View,,4.0,Clothing Store in Kurseong with great experience
1680,Peak Residency 880,Hotel,Stay,Kurseong,Mall Road,3907 INR,4.2,Hotel in Kurseong with great experience
1681,Pahari Homestay 542,Homestay,Stay,Kalimpong,Mall Road,1408 INR,4.7,Homestay in Kalimpong with great experience
1682,Lake 580,Attraction,Experience,Gangtok,MG Marg,,4.2,Attraction in Gangtok with great experience
1683,Food Valley 382,Restaurant,Food,Darjeeling,Mall Road,702 INR,3.4,Restaurant in Darjeeling with great experience
1684,Lake 676,Attraction,Experience,Mirik,Tea Garden,,3.3,Attraction in Mirik with great experience
1685,Tea Garden Resort 602,Resort,Stay,Mirik,Hill View,6925 INR,3.9,Resort in Mirik with great experience
1686,Pahari Homestay 920,Homestay,Stay,Gangtok,MG Marg,7199 INR,4.1,Homestay in Gangtok with great experience
1687,Taste of Hills 672,Restaurant,Food,Lava,Hill View,701 INR,4.2,Restaurant in Lava with great experience
1688,Himalayan Wear 464,Clothing Store,Shopping,Darjeeling,Mall Road,,4.3,Clothing Store in Darjeeling with great experience
1689,Toy Train Ride 784,Activity,Experience,Darjeeling,Mall Road,,4.2,Activity in Darjeeling with great experience
1690,Sunrise Coffee 410,Cafe,Food,Darjeeling,Mall Road,766 INR,3.3,Cafe in Darjeeling with great experience
1691,Valley View Stay 49,Homestay,Stay,Darjeeling,Tea Garden,898 INR,4.2,Homestay in Darjeeling with great experience
1692,Valley View Stay 111,Homestay,Stay,Mirik,City Center,7940 INR,3.7,Homestay in Mirik with great experience
1693,Himalayan Dine 412,Restaurant,Food,Gangtok,MG Marg,310 INR,3.3,Restaurant in Gangtok with great experience
1694,Mountain Style 357,Clothing Store,Shopping,Kurseong,City Center,,4.8,Clothing Store in Kurseong with great experience
1695,Valley View Stay 657,Homestay,Stay,Mirik,Hill View,2582 INR,3.6,Homestay in Mirik with great experience
1696,Monastery 310,Attraction,Experience,Gangtok,MG Marg,,3.5,Attraction in Gangtok with great experience
1697,Toy Train Ride 625,Activity,Experience,Darjeeling,Hill View,,3.1,Activity in Darjeeling with great experience
1698,Safari 591,Activity,Experience,Dooars,City Center,,3.7,Activity in Dooars with great experience
1699,Mountain Style 125,Clothing Store,Shopping,Mirik,Hill View,,3.7,Clothing Store in Mirik with great experience
1700,Hilltop Cafe 285,Cafe,Food,Dooars,Forest Area,817 INR,4.6,Cafe in Dooars with great experience
1701,Taste of Hills 593,Restaurant,Food,Darjeeling,Forest Area,403 INR,5.0,Restaurant in Darjeeling with great experience
1702,Luxury Hills Resort 642,Resort,Stay,Kurseong,Forest Area,1426 INR,3.2,Resort in Kurseong with great experience
1703,Cafe Aroma 131,Cafe,Food,Darjeeling,Hill View,631 INR,4.0,Cafe in Darjeeling with great experience
1704,Tea Garden Resort 556,Resort,Stay,Darjeeling,City Center,1631 INR,4.1,Resort in Darjeeling with great experience
1705,Himalayan Wear 954,Clothing Store,Shopping,Kalimpong,Forest Area,,4.8,Clothing Store in Kalimpong with great experience
1706,Himalayan Dine 104,Restaurant,Food,Dooars,Tea Garden,549 INR,3.7,Restaurant in Dooars with great experience
1707,Cloud9 Cafe 975,Cafe,Food,Gangtok,Mall Road,515 INR,3.4,Cafe in Gangtok with great experience
1708,Peak Residency 327,Hotel,Stay,Gangtok,MG Marg,6058 INR,3.1,Hotel in Gangtok with great experience
1709,Himalayan Wear 434,Clothing Store,Shopping,Dooars,Forest Area,,4.4,Clothing Store in Dooars with great experience
1710,Luxury Hills Resort 681,Resort,Stay,Kurseong,Mall Road,2030 INR,3.6,Resort in Kurseong with great experience
1711,Valley View Stay 19,Homestay,Stay,Gangtok,MG Marg,4016 INR,4.5,Homestay in Gangtok with great experience
1712,Skyline Hotel 158,Hotel,Stay,Kurseong,Tea Garden,7406 INR,3.5,Hotel in Kurseong with great experience
1713,Trekking 851,Activity,Experience,Kurseong,Mall Road,,4.0,Activity in Kurseong with great experience
1714,Forest Resort 695,Resort,Stay,Kurseong,Mall Road,3984 INR,4.1,Resort in Kurseong with great experience
1715,Trekking 249,Activity,Experience,Dooars,Forest Area,,4.3,Activity in Dooars with great experience
1716,Winter Hub 322,Clothing Store,Shopping,Kalimpong,Mall Road,,3.4,Clothing Store in Kalimpong with great experience
1717,Monastery 32,Attraction,Experience,Darjeeling,City Center,,4.9,Attraction in Darjeeling with great experience
1718,Mountain Style 582,Clothing Store,Shopping,Gangtok,MG Marg,,4.9,Clothing Store in Gangtok with great experience
1719,Valley View Stay 947,Homestay,Stay,Kurseong,Hill View,7835 INR,3.4,Homestay in Kurseong with great experience
1720,Hotel Green View 882,Hotel,Stay,Kurseong,Tea Garden,7926 INR,4.9,Hotel in Kurseong with great experience
1721,Forest Resort 766,Resort,Stay,Mirik,Hill View,6229 INR,3.4,Resort in Mirik with great experience
1722,Luxury Hills Resort 52,Resort,Stay,Dooars,City Center,2561 INR,3.6,Resort in Dooars with great experience
1723,Mountain Style 42,Clothing Store,Shopping,Darjeeling,Hill View,,4.6,Clothing Store in Darjeeling with great experience
1724,Lake 875,Attraction,Experience,Lava,Forest Area,,4.2,Attraction in Lava with great experience
1725,Valley View Stay 521,Homestay,Stay,Gangtok,MG Marg,5202 INR,4.0,Homestay in Gangtok with great experience
1726,Waterfall 648,Attraction,Experience,Darjeeling,Mall Road,,4.7,Attraction in Darjeeling with great experience
1727,Mountain Nest 233,Homestay,Stay,Kurseong,Mall Road,4110 INR,3.8,Homestay in Kurseong with great experience
1728,Safari 500,Activity,Experience,Dooars,Hill View,,3.7,Activity in Dooars with great experience
1729,Winter Hub 169,Clothing Store,Shopping,Kurseong,Forest Area,,3.4,Clothing Store in Kurseong with great experience
1730,Waterfall 126,Attraction,Experience,Kurseong,Hill View,,3.5,Attraction in Kurseong with great experience
1731,Hill Stay Inn 965,Hotel,Stay,Kalimpong,Hill View,6729 INR,3.8,Hotel in Kalimpong with great experience
1732,Toy Train Ride 740,Activity,Experience,Darjeeling,Forest Area,,4.4,Activity in Darjeeling with great experience
1733,Hotel Green View 119,Hotel,Stay,Mirik,Hill View,1897 INR,4.7,Hotel in Mirik with great experience
1734,Food Valley 510,Restaurant,Food,Gangtok,Hill View,505 INR,4.4,Restaurant in Gangtok with great experience
1735,Valley View Stay 545,Homestay,Stay,Gangtok,MG Marg,4339 INR,3.7,Homestay in Gangtok with great experience
1736,Forest Resort 604,Resort,Stay,Darjeeling,Mall Road,7794 INR,3.5,Resort in Darjeeling with great experience
1737,Skyline Hotel 658,Hotel,Stay,Darjeeling,Mall Road,7278 INR,4.4,Hotel in Darjeeling with great experience
1738,Food Valley 2,Restaurant,Food,Gangtok,MG Marg,382 INR,3.4,Restaurant in Gangtok with great experience
1739,Mountain Style 154,Clothing Store,Shopping,Kalimpong,Mall Road,,3.1,Clothing Store in Kalimpong with great experience
1740,Mountain Style 349,Clothing Store,Shopping,Gangtok,City Center,,4.2,Clothing Store in Gangtok with great experience
1741,Valley View Stay 929,Homestay,Stay,Darjeeling,Forest Area,7702 INR,4.7,Homestay in Darjeeling with great experience
1742,Pahari Homestay 513,Homestay,Stay,Darjeeling,City Center,3700 INR,4.0,Homestay in Darjeeling with great experience
1743,Waterfall 125,Attraction,Experience,Kalimpong,Mall Road,,4.4,Attraction in Kalimpong with great experience
1744,View Point 73,Attraction,Experience,Dooars,Forest Area,,4.7,Attraction in Dooars with great experience
1745,Cloud9 Cafe 602,Cafe,Food,Darjeeling,Tea Garden,413 INR,3.9,Cafe in Darjeeling with great experience
1746,Food Valley 827,Restaurant,Food,Kalimpong,City Center,714 INR,4.0,Restaurant in Kalimpong with great experience
1747,Mountain Style 660,Clothing Store,Shopping,Kurseong,City Center,,4.9,Clothing Store in Kurseong with great experience
1748,Winter Hub 682,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.3,Clothing Store in Darjeeling with great experience
1749,Sunrise Coffee 488,Cafe,Food,Lava,City Center,722 INR,3.7,Cafe in Lava with great experience
1750,Mountain Nest 337,Homestay,Stay,Gangtok,MG Marg,4453 INR,3.8,Homestay in Gangtok with great experience
1751,Tea Garden Resort 2,Resort,Stay,Darjeeling,Tea Garden,3838 INR,5.0,Resort in Darjeeling with great experience
1752,Spice Route 249,Restaurant,Food,Gangtok,MG Marg,742 INR,4.5,Restaurant in Gangtok with great experience
1753,Himalayan Wear 248,Clothing Store,Shopping,Darjeeling,Mall Road,,3.8,Clothing Store in Darjeeling with great experience
1754,Mountain Brew 538,Cafe,Food,Darjeeling,Mall Road,698 INR,4.0,Cafe in Darjeeling with great experience
1755,Forest Resort 593,Resort,Stay,Mirik,Hill View,6523 INR,4.0,Resort in Mirik with great experience
1756,Skyline Hotel 859,Hotel,Stay,Kalimpong,Hill View,2281 INR,4.7,Hotel in Kalimpong with great experience
1757,View Point 33,Attraction,Experience,Gangtok,MG Marg,,4.5,Attraction in Gangtok with great experience
1758,Hill Stay Inn 788,Hotel,Stay,Darjeeling,Mall Road,6234 INR,4.2,Hotel in Darjeeling with great experience
1759,Taste of Hills 727,Restaurant,Food,Gangtok,MG Marg,841 INR,3.6,Restaurant in Gangtok with great experience
1760,Pahari Homestay 621,Homestay,Stay,Gangtok,MG Marg,7626 INR,3.7,Homestay in Gangtok with great experience
1761,Cloud9 Cafe 757,Cafe,Food,Kurseong,Hill View,333 INR,4.1,Cafe in Kurseong with great experience
1762,Safari 887,Activity,Experience,Dooars,City Center,,3.3,Activity in Dooars with great experience
1763,Tea Garden Resort 868,Resort,Stay,Darjeeling,Mall Road,2485 INR,4.7,Resort in Darjeeling with great experience
1764,Tea Garden Resort 654,Resort,Stay,Darjeeling,Mall Road,7409 INR,3.9,Resort in Darjeeling with great experience
1765,Mountain Brew 599,Cafe,Food,Kurseong,City Center,408 INR,3.8,Cafe in Kurseong with great experience
1766,Tea Garden Resort 195,Resort,Stay,Darjeeling,Tea Garden,3854 INR,4.4,Resort in Darjeeling with great experience
1767,Mountain Style 828,Clothing Store,Shopping,Gangtok,MG Marg,,3.0,Clothing Store in Gangtok with great experience
1768,Taste of Hills 805,Restaurant,Food,Gangtok,City Center,155 INR,3.9,Restaurant in Gangtok with great experience
1769,Hill Stay Inn 159,Hotel,Stay,Darjeeling,Mall Road,6492 INR,4.8,Hotel in Darjeeling with great experience
1770,Forest Resort 948,Resort,Stay,Darjeeling,Mall Road,5605 INR,3.2,Resort in Darjeeling with great experience
1771,Monastery 707,Attraction,Experience,Gangtok,MG Marg,,4.1,Attraction in Gangtok with great experience
1772,Hill Stay Inn 393,Hotel,Stay,Darjeeling,Tea Garden,5915 INR,4.7,Hotel in Darjeeling with great experience
1773,View Point 940,Attraction,Experience,Gangtok,MG Marg,,4.2,Attraction in Gangtok with great experience
1774,Himalayan Dine 396,Restaurant,Food,Kalimpong,Forest Area,438 INR,3.1,Restaurant in Kalimpong with great experience
1775,Mountain Style 15,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.7,Clothing Store in Darjeeling with great experience
1776,Mountain Nest 597,Homestay,Stay,Dooars,Forest Area,5111 INR,3.5,Homestay in Dooars with great experience
1777,Pahari Homestay 308,Homestay,Stay,Mirik,Tea Garden,5165 INR,3.9,Homestay in Mirik with great experience
1778,Valley View Stay 459,Homestay,Stay,Dooars,Tea Garden,3133 INR,4.4,Homestay in Dooars with great experience
1779,Hotel Green View 924,Hotel,Stay,Dooars,Forest Area,1470 INR,4.8,Hotel in Dooars with great experience
1780,Lake 354,Attraction,Experience,Kurseong,Tea Garden,,4.7,Attraction in Kurseong with great experience
1781,Spice Route 70,Restaurant,Food,Gangtok,MG Marg,504 INR,4.5,Restaurant in Gangtok with great experience
1782,Tea Garden Resort 316,Resort,Stay,Darjeeling,Tea Garden,1062 INR,4.7,Resort in Darjeeling with great experience
1783,Hill Stay Inn 824,Hotel,Stay,Kurseong,Tea Garden,7268 INR,3.5,Hotel in Kurseong with great experience
1784,Sunrise Coffee 885,Cafe,Food,Gangtok,MG Marg,861 INR,3.4,Cafe in Gangtok with great experience
1785,Skyline Hotel 573,Hotel,Stay,Dooars,City Center,4370 INR,5.0,Hotel in Dooars with great experience
1786,Hotel Green View 8,Hotel,Stay,Gangtok,MG Marg,2171 INR,3.2,Hotel in Gangtok with great experience
1787,Mountain Brew 327,Cafe,Food,Gangtok,MG Marg,387 INR,3.2,Cafe in Gangtok with great experience
1788,Peak Residency 502,Hotel,Stay,Lava,City Center,7221 INR,3.7,Hotel in Lava with great experience
1789,Mountain Style 318,Clothing Store,Shopping,Gangtok,MG Marg,,3.2,Clothing Store in Gangtok with great experience
1790,Waterfall 947,Attraction,Experience,Kalimpong,Forest Area,,3.0,Attraction in Kalimpong with great experience
1791,Taste of Hills 445,Restaurant,Food,Darjeeling,Mall Road,609 INR,3.8,Restaurant in Darjeeling with great experience
1792,Hotel Green View 861,Hotel,Stay,Dooars,Forest Area,7186 INR,3.9,Hotel in Dooars with great experience
1793,Toy Train Ride 759,Activity,Experience,Darjeeling,City Center,,3.7,Activity in Darjeeling with great experience
1794,Valley View Stay 601,Homestay,Stay,Lava,City Center,5556 INR,3.7,Homestay in Lava with great experience
1795,Tea Garden Resort 896,Resort,Stay,Darjeeling,Forest Area,3679 INR,5.0,Resort in Darjeeling with great experience
1796,Pahari Homestay 319,Homestay,Stay,Kurseong,City Center,3503 INR,4.9,Homestay in Kurseong with great experience
1797,Valley View Stay 34,Homestay,Stay,Darjeeling,Mall Road,4360 INR,5.0,Homestay in Darjeeling with great experience
1798,Boating 67,Activity,Experience,Mirik,Mall Road,,4.3,Activity in Mirik with great experience
1799,Himalayan Wear 897,Clothing Store,Shopping,Gangtok,MG Marg,,3.8,Clothing Store in Gangtok with great experience
1800,Himalayan Dine 535,Restaurant,Food,Mirik,Tea Garden,648 INR,3.2,Restaurant in Mirik with great experience
1801,Himalayan Wear 627,Clothing Store,Shopping,Lava,Forest Area,,4.4,Clothing Store in Lava with great experience
1802,Luxury Hills Resort 395,Resort,Stay,Kalimpong,Forest Area,5084 INR,3.6,Resort in Kalimpong with great experience
1803,Mountain Nest 256,Homestay,Stay,Dooars,Forest Area,3881 INR,3.1,Homestay in Dooars with great experience
1804,Safari 294,Activity,Experience,Dooars,Hill View,,4.9,Activity in Dooars with great experience
1805,Trekking 678,Activity,Experience,Kurseong,Hill View,,4.4,Activity in Kurseong with great experience
1806,Himalayan Wear 900,Clothing Store,Shopping,Darjeeling,Mall Road,,3.4,Clothing Store in Darjeeling with great experience
1807,Toy Train Ride 585,Activity,Experience,Darjeeling,Forest Area,,4.5,Activity in Darjeeling with great experience
1808,Cafe Aroma 500,Cafe,Food,Darjeeling,City Center,537 INR,4.8,Cafe in Darjeeling with great experience
1809,View Point 549,Attraction,Experience,Darjeeling,Mall Road,,3.9,Attraction in Darjeeling with great experience
1810,Taste of Hills 65,Restaurant,Food,Dooars,City Center,483 INR,4.3,Restaurant in Dooars with great experience
1811,Winter Hub 455,Clothing Store,Shopping,Mirik,City Center,,4.4,Clothing Store in Mirik with great experience
1812,Forest Resort 413,Resort,Stay,Kurseong,City Center,2791 INR,4.0,Resort in Kurseong with great experience
1813,Pahari Homestay 604,Homestay,Stay,Mirik,Tea Garden,1699 INR,3.2,Homestay in Mirik with great experience
1814,Cafe Aroma 482,Cafe,Food,Lava,Hill View,809 INR,4.5,Cafe in Lava with great experience
1815,Forest Resort 800,Resort,Stay,Darjeeling,Tea Garden,1910 INR,3.0,Resort in Darjeeling with great experience
